Hour,start_timestamp,Busyness Predicted,Taxi Zone ID
2,1691197200.0,0.079696625,137
3,1691200800.0,0.07817804,137
4,1691204400.0,0.071284555,137
5,1691208000.0,0.06545297,137
6,1691211600.0,0.08580404,137
7,1691215200.0,0.097027786,137
8,1691218800.0,0.19486384,137
9,1691222400.0,0.26420528,137
10,1691226000.0,0.35766342,137
11,1691229600.0,0.3736427,137
12,1691233200.0,0.38992038,137
13,1691236800.0,0.47256973,137
14,1691240400.0,0.40484086,137
15,1691244000.0,0.42312452,137
16,1691247600.0,0.47245297,137
17,1691251200.0,0.47610852,137
18,1691254800.0,0.48730743,137
19,1691258400.0,0.37902105,137
20,1691262000.0,0.2448304,137
21,1691265600.0,0.16664931,137
22,1691269200.0,0.12676826,137
23,1691272800.0,0.11638595,137
0,1691190000.0,0.19317253,140
1,1691193600.0,0.1554328,140
2,1691197200.0,0.16281934,140
3,1691200800.0,0.1282858,140
4,1691204400.0,0.08332596,140
5,1691208000.0,0.08331117,140
6,1691211600.0,0.08905119,140
7,1691215200.0,0.097012445,140
8,1691218800.0,0.32192972,140
9,1691222400.0,0.37265685,140
10,1691226000.0,0.53681856,140
11,1691229600.0,0.5411698,140
12,1691233200.0,0.59241575,140
13,1691236800.0,0.6180008,140
14,1691240400.0,0.6405481,140
15,1691244000.0,0.84731615,140
16,1691247600.0,0.83552307,140
17,1691251200.0,0.750744,140
18,1691254800.0,0.7619431,140
19,1691258400.0,0.6976901,140
20,1691262000.0,0.40605402,140
21,1691265600.0,0.3500411,140
22,1691269200.0,0.29779327,140
23,1691272800.0,0.2905563,140
0,1691190000.0,0.11172484,141
1,1691193600.0,0.09234432,141
2,1691197200.0,0.04589555,141
3,1691200800.0,0.04782134,141
4,1691204400.0,0.040927865,141
5,1691208000.0,0.03509626,141
6,1691211600.0,0.0419918,141
7,1691215200.0,-0.004286348,141
8,1691218800.0,-0.059212316,141
9,1691222400.0,0.043593954,141
10,1691226000.0,0.1370521,141
11,1691229600.0,0.14270757,141
12,1691233200.0,0.1390985,141
13,1691236800.0,0.16468368,141
14,1691240400.0,0.15401904,141
15,1691244000.0,0.13559791,141
16,1691247600.0,0.07571124,141
17,1691251200.0,0.05585526,141
18,1691254800.0,0.067054324,141
19,1691258400.0,0.017790796,141
20,1691262000.0,0.034579217,141
21,1691265600.0,-0.011654854,141
22,1691269200.0,-0.01205017,141
23,1691272800.0,-0.01928712,141
0,1691190000.0,0.09378269,142
1,1691193600.0,0.079110235,142
2,1691197200.0,0.05843056,142
3,1691200800.0,0.056907836,142
4,1691204400.0,0.050014365,142
5,1691208000.0,0.044623915,142
6,1691211600.0,0.050363936,142
7,1691215200.0,0.016888471,142
8,1691218800.0,0.0030119808,142
9,1691222400.0,0.07235335,142
10,1691226000.0,0.16581145,142
11,1691229600.0,0.171467,142
12,1691233200.0,0.15869376,142
13,1691236800.0,0.18427889,142
14,1691240400.0,0.17361425,142
15,1691244000.0,0.16626318,142
16,1691247600.0,0.11879378,142
17,1691251200.0,0.08453889,142
18,1691254800.0,0.09573795,142
19,1691258400.0,0.031484965,142
20,1691262000.0,0.02796601,142
21,1691265600.0,0.02207388,142
22,1691269200.0,0.0041564885,142
23,1691272800.0,-0.002323149,142
0,1691190000.0,0.09875166,143
1,1691193600.0,0.08733779,143
2,1691197200.0,0.066658095,143
3,1691200800.0,0.06513952,143
4,1691204400.0,0.05824605,143
5,1691208000.0,0.052414436,143
6,1691211600.0,0.051871795,143
7,1691215200.0,0.047808398,143
8,1691218800.0,0.11877767,143
9,1691222400.0,0.20658925,143
10,1691226000.0,0.3000474,143
11,1691229600.0,0.31709194,143
12,1691233200.0,0.2937949,143
13,1691236800.0,0.31938002,143
14,1691240400.0,0.2916255,143
15,1691244000.0,0.3071746,143
16,1691247600.0,0.28199902,143
17,1691251200.0,0.31997627,143
18,1691254800.0,0.33117533,143
19,1691258400.0,0.2669224,143
20,1691262000.0,0.1979423,143
21,1691265600.0,0.14103556,143
22,1691269200.0,0.11221296,143
23,1691272800.0,0.10497596,143
0,1691190000.0,0.078544885,144
1,1691193600.0,0.06387242,144
2,1691197200.0,0.04319274,144
3,1691200800.0,0.041674156,144
4,1691204400.0,0.034780677,144
5,1691208000.0,0.028949073,144
6,1691211600.0,0.034689095,144
7,1691215200.0,0.04591288,144
8,1691218800.0,0.1459731,144
9,1691222400.0,0.25031954,144
10,1691226000.0,0.34377784,144
11,1691229600.0,0.35735464,144
12,1691233200.0,0.3587067,144
13,1691236800.0,0.36526406,144
14,1691240400.0,0.41054645,144
15,1691244000.0,0.42609555,144
16,1691247600.0,0.35685948,144
17,1691251200.0,0.33700332,144
18,1691254800.0,0.3482024,144
19,1691258400.0,0.2839495,144
20,1691262000.0,0.18458879,144
21,1691265600.0,0.110864244,144
22,1691269200.0,0.08204159,144
23,1691272800.0,0.07480463,144
0,1691190000.0,0.26687965,148
1,1691193600.0,0.2256818,148
2,1691197200.0,0.17723937,148
3,1691200800.0,0.2350465,148
4,1691204400.0,0.14701861,148
5,1691208000.0,0.14118701,148
6,1691211600.0,0.1662237,148
7,1691215200.0,0.25982577,148
8,1691218800.0,0.69509476,148
9,1691222400.0,0.8648382,148
10,1691226000.0,1.0077986,148
11,1691229600.0,0.943935,148
12,1691233200.0,0.95897055,148
13,1691236800.0,0.98455554,148
14,1691240400.0,0.9738909,148
15,1691244000.0,0.98179275,148
16,1691247600.0,1.0836339,148
17,1691251200.0,1.3199607,148
18,1691254800.0,1.2997283,148
19,1691258400.0,1.2514232,148
20,1691262000.0,1.0207843,148
21,1691265600.0,0.7106932,148
22,1691269200.0,0.6194306,148
23,1691272800.0,0.5909005,148
0,1691190000.0,0.1809379,151
1,1691193600.0,0.13642286,151
2,1691197200.0,0.11574313,151
3,1691200800.0,0.12946005,151
4,1691204400.0,0.122566596,151
5,1691208000.0,0.116735,151
6,1691211600.0,0.15469983,151
7,1691215200.0,0.23224814,151
8,1691218800.0,0.41412222,151
9,1691222400.0,0.49398804,151
10,1691226000.0,0.5874463,151
11,1691229600.0,0.6644288,151
12,1691233200.0,0.66505164,151
13,1691236800.0,0.69063663,151
14,1691240400.0,0.76147616,151
15,1691244000.0,0.7770253,151
16,1691247600.0,0.89043885,151
17,1691251200.0,1.0221943,151
18,1691254800.0,1.0421412,151
19,1691258400.0,0.9473417,151
20,1691262000.0,0.8881445,151
21,1691265600.0,0.565981,151
22,1691269200.0,0.4528795,151
23,1691272800.0,0.44564265,151
0,1691190000.0,0.21024913,152
1,1691193600.0,0.18624827,152
2,1691197200.0,0.16556855,152
3,1691200800.0,0.16404997,152
4,1691204400.0,0.15715651,152
5,1691208000.0,0.07954106,152
6,1691211600.0,0.08508916,152
7,1691215200.0,0.0880148,152
8,1691218800.0,0.26005095,152
9,1691222400.0,0.33019614,152
10,1691226000.0,0.42365423,152
11,1691229600.0,0.43723118,152
12,1691233200.0,0.43858317,152
13,1691236800.0,0.42392245,152
14,1691240400.0,0.4132578,152
15,1691244000.0,0.4288069,152
16,1691247600.0,0.42861387,152
17,1691251200.0,0.38903058,152
18,1691254800.0,0.40022963,152
19,1691258400.0,0.25228444,152
20,1691262000.0,0.2754179,152
21,1691265600.0,0.14764406,152
22,1691269200.0,0.11882149,152
23,1691272800.0,0.11158452,152
0,1691190000.0,0.12281965,158
1,1691193600.0,0.09375566,158
2,1691197200.0,0.073075965,158
3,1691200800.0,0.07155739,158
4,1691204400.0,0.064663924,158
5,1691208000.0,0.05883232,158
6,1691211600.0,0.070654154,158
7,1691215200.0,0.21932425,158
8,1691218800.0,0.6688884,158
9,1691222400.0,0.7427896,158
10,1691226000.0,0.99605006,158
11,1691229600.0,1.0096269,158
12,1691233200.0,1.4504256,158
13,1691236800.0,1.0962405,158
14,1691240400.0,0.87928224,158
15,1691244000.0,0.8948312,158
16,1691247600.0,0.82155794,158
17,1691251200.0,0.8154205,158
18,1691254800.0,0.81835693,158
19,1691258400.0,0.7516104,158
20,1691262000.0,0.54193825,158
21,1691265600.0,0.38271075,158
22,1691269200.0,0.3538882,158
23,1691272800.0,0.33909893,158
0,1691190000.0,0.16751887,161
1,1691193600.0,0.15284637,161
2,1691197200.0,0.10698703,161
3,1691200800.0,0.110608876,161
4,1691204400.0,0.103715405,161
5,1691208000.0,0.097883806,161
6,1691211600.0,0.08267465,161
7,1691215200.0,0.14082664,161
8,1691218800.0,0.31981385,161
9,1691222400.0,0.40232873,161
10,1691226000.0,0.4957869,161
11,1691229600.0,0.57872856,161
12,1691233200.0,0.806014,161
13,1691236800.0,0.91003424,161
14,1691240400.0,0.8824445,161
15,1691244000.0,0.869716,161
16,1691247600.0,0.84652334,161
17,1691251200.0,0.8452998,161
18,1691254800.0,0.85648066,161
19,1691258400.0,0.7922277,161
20,1691262000.0,0.5837305,161
21,1691265600.0,0.28797728,161
22,1691269200.0,0.22621201,161
23,1691272800.0,0.20533367,161
0,1691190000.0,0.16754791,162
1,1691193600.0,0.15287544,162
2,1691197200.0,0.13219576,162
3,1691200800.0,0.12675734,162
4,1691204400.0,0.11986386,162
5,1691208000.0,0.11403226,162
6,1691211600.0,0.17099623,162
7,1691215200.0,0.13554573,162
8,1691218800.0,0.2635025,162
9,1691222400.0,0.46574858,162
10,1691226000.0,0.56758827,162
11,1691229600.0,0.55402553,162
12,1691233200.0,0.5381173,162
13,1691236800.0,0.60264874,162
14,1691240400.0,0.5867667,162
15,1691244000.0,0.66470414,162
16,1691247600.0,0.6395286,162
17,1691251200.0,0.6138475,162
18,1691254800.0,0.6505221,162
19,1691258400.0,0.523495,162
20,1691262000.0,0.34562153,162
21,1691265600.0,0.26654685,162
22,1691269200.0,0.23934707,162
23,1691272800.0,0.21282533,162
0,1691190000.0,0.105619535,163
1,1691193600.0,0.09524526,163
2,1691197200.0,0.076680064,163
3,1691200800.0,0.0493975,163
4,1691204400.0,0.042504024,163
5,1691208000.0,0.036672417,163
6,1691211600.0,0.014202173,163
7,1691215200.0,-0.06679517,163
8,1691218800.0,-0.04165851,163
9,1691222400.0,0.024501098,163
10,1691226000.0,0.11319618,163
11,1691229600.0,0.12677309,163
12,1691233200.0,0.12593052,163
13,1691236800.0,0.13249703,163
14,1691240400.0,0.109827645,163
15,1691244000.0,0.10480627,163
16,1691247600.0,0.041466597,163
17,1691251200.0,0.021610593,163
